trial_id,window_id,window_start_s,window_end_s,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20
2,46,13.5,13.8,1.0313759644679636,-0.8603381163154025,-0.09625777112975274,1.4161984767674274,-2.933065141130953,0.22517388810755,3.1946194636990204,1.6622330915353631,-0.05016566676345194,2.2715042938336225,0.8005344718256793,1.6420868289049744,-1.5587941595840402,-0.11791716495727268,1.2817631105615537,-0.2993578476674159,1.93742816516231,0.19437681183589314,0.13645699960930588,0.5129347123302795
2,47,13.8,14.1,1.3209775793140208,-0.2668886725566719,0.44852610533799686,-0.7646090029154572,-1.8902931547610151,-0.6974881672759897,-2.3480334328163384,1.547834077815323,0.23824199026647752,1.194263845990676,-1.351693662007379,0.6741587036227611,0.499087175326816,-0.6708410478511468,0.790503118846759,-0.32458228950312756,-0.8966831732588635,-0.16241675435083425,-0.004790212712171633,0.20359988907894105
2,48,14.1,14.4,1.0608119897037052,-0.3309825851443672,1.1326698269841813,0.25219894451280017,-3.8788033987125017,0.08597507009680502,1.3425090325187738,2.074018762414924,-0.2913571686177279,-0.5425042021939017,-2.2133104581261764,-1.2352649348814326,-0.18621704449451584,1.7011151158761277,-1.692240419652847,-1.534558324358084,-0.6662086880224445,0.32779301272121947,-0.3112180626379906,0.35785859781741935
2,49,14.4,14.7,1.1628407104488723,1.577078254337932,0.3415287900518926,0.17681638719856393,-0.7454699435584041,1.0621430198834565,-0.6137110735763674,-0.49999560602940335,0.1465889186557577,0.668719618930084,1.296660213829916,-0.4343311582842732,-0.6383280159044902,-0.8729838245021012,-0.040967485345607256,-0.9665536976179047,-1.3719004793988463,-0.22660843573627307,-0.43342263961115357,0.30664220379725654
2,50,14.7,15.0,0.7547221687125631,1.686071771500539,0.9179494970846693,-0.43632740802883324,-2.469158235369697,0.9345197372026026,2.566484470012087,0.2782304472552526,0.6544283723254327,0.8494046512027211,-0.5146919020280967,0.5083206450485298,1.7406988700654404,0.8175174349680572,0.4541539707070448,-1.308471664910431,-1.13018697672893,0.43911280231148836,-0.0649305669456086,-0.13247450449592635
2,51,15.0,15.3,1.2255187703254722,-0.2169937901379101,-0.12538798729883038,0.8916554172801993,-2.728023528249341,1.0510175463312652,-2.0422130195822636,1.8622497831180254,1.5007362882733677,-0.06636110813664882,0.14558666726691719,1.477082077979956,0.4076478926950293,-0.08267262742388211,0.21788220810956568,0.23014990716015252,0.045227825414788606,0.02633645465033349,-0.08544521607903037,0.10555451435857195
2,52,15.3,15.6,1.5588735632941346,0.8368595921330276,1.4829699971442711,0.690455606491727,-2.871037010359603,-0.013111741870311213,3.4354185700118682,2.3176661958286586,-0.27491048130251816,-0.14392102021786876,2.4660883041074895,0.025750046841114257,1.8047023631441572,0.2880195070602522,0.1885220566851643,-1.008754012867,1.0503977492025385,1.8071537197845289,-0.014235954826678854,-1.917531185465796
2,53,15.6,15.9,0.25946746442970386,0.23132975698232996,-0.04040092090674589,-9.163273172307816,3.91850429959884,-0.34106257511072513,0.05983776160684909,1.1144522447355336,0.6419140332883113,0.23997966226288509,-0.8261818276251812,-0.15823491245064014,-0.6707174470051804,0.4546547065534726,0.6002753488460711,0.023697361651235316,0.26318619426620254,-0.26040128022757686,0.2540346157318524,0.2604698836418526
2,54,15.9,16.2,-0.6045349809100086,-0.3287356049870672,0.17089645602113848,-5.348350457436842,-4.115012678727259,-1.2464821696866475,-0.7689245990755893,-2.7556986378870723,0.8361086267335806,-1.0468575722350295,-0.13989531054376103,0.14525316737167418,-0.3693135217790544,0.5386662588005615,-0.29488470350493795,0.24341045623241503,0.17329310573408205,-0.5034439300981487,0.155936079098281,-0.1768841204173862
2,55,16.2,16.5,0.3925014864769801,0.17933561577801194,-0.8988302622588678,-9.873330128811531,3.366410679854891,0.8681428165342282,-0.10756431835094807,1.035106738799464,0.9753264087443404,-1.0484556938742697,0.34948015560766504,0.06657762448330234,0.1925276438212987,-0.15788503731249398,-0.4028563082642312,-0.08866925615984705,0.3205978626982918,0.16692146823845272,0.07489840923125037,0.12565025267960958
2,56,16.5,16.8,-0.5607505414420163,-0.745205421171638,0.7964210051197504,1.1671390710777687,-2.5917272886015246,-1.8346494755288927,4.3520202910841705,-1.9192167744743494,-0.09312998906159313,2.3043588418944103,-2.2688477179784887,1.1936833663539177,0.6569943010645032,0.04563958720139438,-2.0989490102187194,-0.8894767314237414,-0.2987961169894124,0.11419958196348604,-0.4370266850160413,0.16131554332175385
2,57,16.8,17.1,-0.2503844050896134,-1.241580655825825,-0.21635437162288412,4.40203138050503,0.8986743007712662,0.6947939829344996,-0.9659190431641994,-1.5936649462514474,-1.1160813727898293,-0.23839651020028554,1.1265102877398308,0.8023500235521924,0.9446273488963098,1.2691707721870098,0.6891988140459097,0.676772595722511,-0.305769743304953,0.37325469270219547,0.16121659938299984,0.2205852682734068
2,58,17.1,17.4,-0.09970129142975363,-0.3983760551813672,-0.635703821891563,-8.539585218528366,4.140631452892706,-0.3226942195852209,-0.2816425345402383,0.6773662158097264,-0.6962499716029797,-0.6062000123097482,-1.115662568499462,0.3913751580747284,0.9142362327274455,-0.27954796106106483,0.16388135697940218,-0.19973098958298566,0.39651860644426556,0.08642450329298684,0.029734320605134444,-0.08110694618072709
2,59,17.4,17.7,0.6689308324234048,-0.34682286551133473,-0.05008005307333723,3.2655130423161043,-1.0986983396840218,1.8169428123062663,-1.7029730672798433,0.9655052270166143,-1.9316858344887273,0.47450069637735426,0.40710413545036345,1.1694322599845914,-0.192064126673763,0.6423424761697433,0.7892955487886294,0.0022724870235002227,-1.190513438670342,-0.12490531635976003,-0.3980614984512245,-0.11071914334589819
2,60,17.7,18.0,0.8290917154330678,-1.2038855185173878,0.25954537577311093,1.0626893918271423,-2.3553189456980443,-0.7098233883545799,3.849971572937318,4.182045080543934,1.2258410701883489,-0.11529815723154699,-0.8428692004588085,0.8387804547343353,0.5816492937625909,1.4226017556488937,-2.746713132773885,-1.4089465415251434,-0.9674119659966489,0.9052037597119319,-0.35894758045616165,0.48133785754931935
2,61,18.0,18.3,0.7199356829001083,-1.452287514267671,-0.3154083090080048,-1.219390009237178,-3.4511073132619914,-1.4208019031589956,-0.44902918514700574,3.2514882929300577,-0.03982963153653967,0.35195483002423267,-1.0819351775828747,-1.041326705070967,1.5967717666138126,0.3183213028874447,-1.6687149554853982,-0.8653375962612132,-0.05570984715710779,1.0361046242066974,-0.15339594171089277,-0.154879116160242
2,62,18.3,18.6,0.5621522041076464,-0.3125633768003318,0.7132034345268056,0.6192835830660729,-3.9915859082823486,-0.5404188987161163,-0.5792300002210347,0.927984694972824,-1.6105084737765243,-0.8172673699559626,-1.3605380515104666,-0.9222191350386223,0.2453450698226496,1.0420893856397588,-0.48102281731324137,-0.09275447034455093,1.0658104489286169,0.17901231854562627,0.4274048409782472,-0.210026687013294
2,63,18.6,18.9,1.2186713706071346,-0.5163934519818886,0.13535969557996522,3.194096645706317,0.9427951467814991,3.429262679960775,-0.8269349043949388,-1.3698033219054144,0.058769624933272764,-0.8113037029143286,-0.545264439116902,1.059032968005116,-1.4807519304288745,-0.6452264419930093,-0.3308067559535146,0.2257419301389054,0.3489144476797685,-0.1126451286467972,0.12968989121674096,0.17593469290447358
2,64,18.9,19.2,-0.01522917159584772,-0.29444772240495193,0.4685752361816472,-8.535152559668294,4.232234465100819,-0.5256579963799145,-1.135347394178826,1.7793565191794583,-0.9211712271749914,-1.2101501323901975,-1.4721762479458134,0.2366119204852533,-0.055626447612466594,0.2574773050011845,0.7898557624794604,-0.5215093849988051,-0.040758023969289174,-0.25801855181909866,0.058481038038800226,-0.21437021901238837
2,65,19.2,19.5,1.0918572121018988,-0.74695776906236,2.302925225083461,0.3722117018711,-4.022387353115039,-0.328045700659093,4.043036183278113,1.5244912221156428,-0.15317948568215417,-0.6636737971523954,-0.7843973982406427,0.5082586357229766,-0.04638635043635925,0.7916319049512303,-0.06221760404454719,-3.1912256425758705,-0.07978961585668774,1.0602294830097703,-0.07388857140474828,1.86001847142244
2,66,19.5,19.8,1.9193194467432466,-0.7027318758413575,0.22788869813915477,2.550203058648195,-1.4000999854290974,2.113405711645907,-0.9842138722769488,2.583164287265295,1.5684144552028132,2.2204376354162303,-0.3122529767130183,1.942350200820716,-0.619059987831538,-0.13017397308574521,-0.96342130495254,0.3845238331910524,0.06491093328204008,-0.4471290966147445,-0.11976749516655587,-0.0437658498558051
4,1,0.0,0.3,1.6973983223520446,0.626374177285524,-0.6797983480468943,-4.380011937884871,-4.656609356913474,0.11436246923485131,-0.9668823331165484,-2.739434145972682,2.227203154229796,-1.2605285120081053,-0.19563915998729942,-0.5323779016044773,-0.6809297812390949,-0.3612208227844679,0.23233856210760256,-0.7972634357177047,-0.36510458035217896,-1.2501061190868716,-0.38153581004423687,-0.33087192275578214
